20	7	5
10	3	1
3	10	7
14	7	4
12	8	5
6	10	7
12	5	2
4	10	7
12	4	1
11	8	5
6	9	6
15	8	5
10	9	6
12	8	5
19	6	3
6	4	1
3	10	7
18	8	5
5	6	3
12	4	1
14	9	6
17	4	1
7	7	4
16	4	1
13	4	1
9	9	5
3	9	5
18	5	1
6	8	4
8	9	5
3	6	2
3	7	3
17	6	2
17	7	3
3	7	3
14	5	1
13	8	4
3	7	3
16	8	4
13	9	5
3	10	6
18	10	6
19	10	6
2	9	5
15	9	5
13	6	2
2	7	2
14	9	4
4	6	1
4	10	5
7	8	3
3	7	2
10	7	2
19	6	1
11	8	3
7	8	3
18	6	1
20	7	2
20	6	1
8	8	3
12	7	2
3	8	3
6	6	1
8	10	5
6	10	5
10	8	3
18	7	1
14	9	3
7	7	1
15	7	1
6	8	2
6	8	2
14	7	1
20	9	3
6	7	1
6	9	3
11	9	3
11	7	1
12	9	2
3	8	1
12	8	1
14	9	2
8	8	1
4	10	3
15	9	2
17	9	2
13	9	2
17	10	3
7	8	1
4	10	2
18	10	2
3	10	2
20	9	1
16	10	2
18	10	2
10	9	1
19	10	1
11	10	1
11	10	1
20	10	1
